Vdd,Vdd18,VddIO,Vdd Meas,Idd D-Sleep,Vdd18 Meas,Idd18 D-Sleep,VddIO Meas,IddIO D-Sleep,Lot Bin Wafer,Part Number,Temp,Date
0.72,1.62,1.5,0.7197179699999999,-4.6709527199000006e-08,1.6199791000000001,4.08577732e-05,1.5000848000000002,0.0008922803380000002,P9KT98.AC_a_0,Q0128,25C,231204
0.72,1.8,1.5,0.7197114499999999,-9.863810914000005e-08,1.800137,7.000310309999999e-05,1.5000775000000002,0.0008920626889999997,P9KT98.AC_a_0,Q0128,25C,231204
0.72,1.98,1.5,0.71971144,-4.072720724999999e-08,1.9800334000000004,0.00012851358600000004,1.5000939,0.0008915896799999999,P9KT98.AC_a_0,Q0128,25C,231204
0.8,1.62,1.5,0.7993914199999999,4.798074759e-09,1.6199618,3.970029820000001e-05,1.5000602,0.0009422645690000001,P9KT98.AC_a_0,Q0128,25C,231204
0.8,1.8,1.5,0.79934673,1.4151388035000002e-08,1.8001114999999999,6.839969370000004e-05,1.5000975999999997,0.0009426523919999996,P9KT98.AC_a_0,Q0128,25C,231204
0.8,1.98,1.5,0.79936762,4.9851382809000013e-08,1.9800206000000002,0.00012631884600000003,1.5000978000000003,0.0009437512739999999,P9KT98.AC_a_0,Q0128,25C,231204
0.88,1.62,1.5,0.87947095,3.6252356300000005e-07,1.6199682000000002,3.876572479999999e-05,1.50011,0.0009762968549999997,P9KT98.AC_a_0,Q0128,25C,231204
0.88,1.8,1.5,0.87947153,3.1955127700000005e-07,1.8000874,6.696852940000003e-05,1.5001328999999999,0.0009766892850000001,P9KT98.AC_a_0,Q0128,25C,231204
0.88,1.98,1.5,0.87945165,3.2311926199999997e-07,1.9799902,0.00012459244799999997,1.500097,0.0009769785380000003,P9KT98.AC_a_0,Q0128,25C,231204
